instance,n,root lb,root ub,root gap,root time,ub,lb,gap,time,nodes
in06_002.out,25,2627,2627,0.00,17.09,2627,2627,0.00,17.1,1
in06_003.out,25,2881,2881,0.00,19.67,2881,2881,0.00,19.68,1
in06_004.out,25,2887,2887,0.00,43.78,2887,2887,0.00,43.78,1
in06_005.out,25,2922,2922,0.00,16.09,2922,2922,0.00,16.09,1
in06_006.out,25,3117,3117,0.00,12.08,3117,3117,0.00,12.08,1
in06_007.out,25,2865,2865,0.00,46.66,2865,2865,0.00,46.67,1
in06_008.out,25,2707,2707,0.00,13.09,2707,2707,0.00,13.1,1
in06_009.out,25,3366,3366,0.00,14.27,3366,3366,0.00,14.27,1
in06_010.out,25,3303,3303,0.00,30.14,3303,3303,0.00,30.14,1
in06_011.out,25,2978,2978,0.00,13.49,2978,2978,0.00,13.49,1
in06_012.out,25,2657,2657,0.00,18.57,2657,2657,0.00,18.57,1
in06_013.out,25,3504,3504,0.00,18.67,3504,3504,0.00,18.68,1
in06_014.out,25,2959,2959,0.00,15.73,2959,2959,0.00,15.74,1
in06_015.out,25,3225,3225,0.00,29.15,3225,3225,0.00,29.15,1
in06_016.out,25,3533,3533,0.00,21.31,3533,3533,0.00,21.31,1
in06_017.out,25,2679,2679,0.00,28.54,2679,2679,0.00,28.54,1
in06_018.out,25,2812,2812,0.00,31.66,2812,2812,0.00,31.67,1
in06_019.out,25,3453,3453,0.00,35.98,3453,3453,0.00,35.98,1
in06_020.out,25,2564,2564,0.00,33.09,2564,2564,0.00,33.09,1
in06_021.out,25,2633,2633,0.00,22.05,2633,2633,0.00,22.05,1
in06_022.out,25,3387,3387,0.00,14.7,3387,3387,0.00,14.71,1
in06_023.out,25,3074,3074,0.00,36.34,3074,3074,0.00,36.35,1
in06_024.out,25,3037,3037,0.00,18.47,3037,3037,0.00,18.47,1
in06_025.out,25,3043,3043,0.00,18.31,3043,3043,0.00,18.31,1
in06_026.out,25,2488,2488,0.00,25.66,2488,2488,0.00,25.66,1
in06_027.out,25,3388,3388,0.00,20.28,3388,3388,0.00,20.28,1
in06_028.out,25,3136,3136,0.00,30.63,3136,3136,0.00,30.63,1
in06_029.out,25,2865,2865,0.00,23.68,2865,2865,0.00,23.68,1
in06_030.out,25,3037,3037,0.00,21.82,3037,3037,0.00,21.82,1
in06_031.out,25,3370,3370,0.00,21.73,3370,3370,0.00,21.73,1
in06_032.out,25,2771,2771,0.00,11.25,2771,2771,0.00,11.25,1
in06_033.out,25,3536,3536,0.00,19.72,3536,3536,0.00,19.72,1
in06_034.out,25,2862,2862,0.00,12.56,2862,2862,0.00,12.57,1
in06_035.out,25,3170,3170,0.00,28.33,3170,3170,0.00,28.34,1
in06_036.out,25,2760,2760,0.00,17,2760,2760,0.00,17.01,1
in06_037.out,25,2924,2924,0.00,13,2924,2924,0.00,13.01,1
in06_038.out,25,2743,2743,0.00,15.14,2743,2743,0.00,15.14,1
in06_039.out,25,2923,2923,0.00,18.99,2923,2923,0.00,19,1
in06_040.out,25,3091,3091,0.00,22.71,3091,3091,0.00,22.72,1
in06_041.out,25,2876,2876,0.00,33.23,2876,2876,0.00,33.24,1
in06_042.out,25,2851,2851,0.00,14.9,2851,2851,0.00,14.91,1
in06_043.out,25,2760,2760,0.00,24.03,2760,2760,0.00,24.03,1
in06_044.out,25,2554,2554,0.00,19.12,2554,2554,0.00,19.13,1
in06_045.out,25,3178,3178,0.00,27.83,3178,3178,0.00,27.83,1
in06_046.out,25,2653,2653,0.00,13.87,2653,2653,0.00,13.88,1
in06_047.out,25,3357,3357,0.00,39.29,3357,3357,0.00,40.87,1
in06_048.out,25,3044,3044,0.00,29.91,3044,3044,0.00,31.39,1
in06_049.out,25,2980,2980,0.00,20.56,2980,2980,0.00,20.6,1
in06_050.out,25,2651,2651,0.00,22.52,2651,2651,0.00,24.05,1
in06_051.out,25,2886,2886,0.00,25.27,2886,2886,0.00,25.3,1
in06_052.out,25,2633,2633,0.00,19.72,2633,2633,0.00,19.76,1
in06_053.out,25,2325,2325,0.00,15.69,2325,2325,0.00,15.7,1
in06_054.out,25,2836,2836,0.00,21.94,2836,2836,0.00,21.95,1
in06_055.out,25,2845,2845,0.00,19.79,2845,2845,0.00,19.8,1
in06_056.out,25,2596,2596,0.00,17.39,2596,2596,0.00,17.4,1
in06_057.out,25,2737,2737,0.00,24.17,2737,2737,0.00,24.18,1
in06_058.out,25,3351,3351,0.00,20.69,3351,3351,0.00,20.7,1
in06_059.out,25,2904,2904,0.00,22.38,2904,2904,0.00,22.38,1
in06_060.out,25,3466,3466,0.00,19.02,3466,3466,0.00,19.03,1
in06_061.out,50,5507,5513,0.11,1291.48,5513,5513,0.00,1761.53,3
in06_062.out,50,6138,6146,0.13,1036.85,6146,6146,0.00,3686.93,3
in06_063.out,50,4824,4831,0.15,654.41,4831,4831,0.00,1232.26,3
in06_064.out,50,6098,6098,0.00,345.68,6098,6098,0.00,345.71,1
in06_065.out,50,5859,5868,0.15,849.84,5868,5868,0.00,5845.58,3
in06_066.out,50,5819,5834,0.26,725.18,5829,5829,0.00,13613.5,7
in06_067.out,50,6275,6294,0.30,895.75,6293,6293,0.00,12900.6,9
in06_068.out,50,5276,5287,0.21,819.04,5287,5287,0.00,2584.37,5
in06_069.out,50,5789,5789,0.00,302.65,5789,5789,0.00,302.66,1
in06_070.out,50,5984,5996,0.20,578.95,5996,5996,0.00,2950.9,3
in06_071.out,50,5826,5841,0.26,654.59,5841,5841,0.00,1762.1,3
in06_072.out,50,5987,6002,0.25,633.05,6002,6002,0.00,12077.7,7
in06_073.out,50,5467,5476,0.16,720.83,5476,5476,0.00,2368.55,3
in06_074.out,50,5862,5862,0.00,336.19,5862,5862,0.00,336.22,1
in06_075.out,50,5611,5623,0.21,674.42,5623,5623,0.00,5676.11,5
in06_076.out,50,5896,5896,0.00,318.26,5896,5896,0.00,318.28,1
in06_077.out,50,6031,6041,0.17,931.58,6041,6041,0.00,1808.15,3
in06_078.out,50,5804,5804,0.00,814.97,5804,5804,0.00,815.02,1
in06_079.out,50,5936,5936,0.00,751.57,5936,5936,0.00,751.57,1
in06_080.out,50,5632,5663,0.55,963.24,5646,5646,0.00,19273.4,9
in06_081.out,50,5074,5093,0.37,665.62,5093,5093,0.00,2759.72,5
in06_082.out,50,5646,5649,0.05,698.28,5647,5647,0.00,1243.62,3
in06_083.out,50,5466,5471,0.09,795.32,5471,5471,0.00,1404.12,3
in06_084.out,50,4946,4946,0.00,170.03,4946,4946,0.00,170.04,1
in06_085.out,50,5200,5200,0.00,307.29,5200,5200,0.00,307.32,1
in06_086.out,50,4919,4924,0.10,1061.91,4922,4922,0.00,1908.26,3
in06_087.out,50,5677,5680,0.05,842.44,5680,5680,0.00,1335.37,3
in06_088.out,50,5133,5137,0.08,633.92,5137,5137,0.00,1074.94,3
in06_089.out,50,5515,5515,0.00,466.68,5515,5515,0.00,466.69,1
in06_090.out,50,5915,5921,0.10,627.81,5919,5919,0.00,2363.15,5
in06_091.out,50,5143,5147,0.08,578.35,5146,5146,0.00,858.98,3
in06_092.out,50,5010,5020,0.20,762.12,5019,5019,0.00,2330.73,5
in06_093.out,50,6417,6422,0.08,875.95,6422,6422,0.00,3230.54,5
in06_094.out,50,5301,5301,0.00,315.16,5301,5301,0.00,315.17,1
in06_095.out,50,6455,6455,0.00,325.12,6455,6455,0.00,325.13,1
in06_096.out,50,6343,6343,0.00,468.49,6343,6343,0.00,468.51,1
in06_097.out,50,5654,5657,0.05,686.8,5657,5657,0.00,1098.48,3
in06_098.out,50,5523,5523,0.00,324.41,5523,5523,0.00,324.42,1
in06_099.out,50,5531,5531,0.00,263.86,5531,5531,0.00,263.86,1
in06_100.out,50,5944,5955,0.19,665.18,5955,5955,0.00,1577.4,3
in06_101.out,50,5679,5679,0.00,347.53,5679,5679,0.00,347.55,1
in06_102.out,50,6108,6108,0.00,362.74,6108,6108,0.00,362.76,1
in06_103.out,50,5270,5270,0.00,269.75,5270,5270,0.00,269.76,1
in06_104.out,50,5529,5530,0.02,425.35,5530,5530,0.00,502.73,3
in06_105.out,50,5653,5658,0.09,914.68,5658,5658,0.00,3006.42,5
in06_106.out,50,4453,4453,0.00,239.29,4453,4453,0.00,239.3,1
in06_107.out,50,4693,4693,0.00,342.43,4693,4693,0.00,342.45,1
in06_108.out,50,6195,6195,0.00,517.66,6195,6195,0.00,517.68,1
in06_109.out,50,5283,5286,0.06,795.91,5286,5286,0.00,1238.91,3
in06_110.out,50,5334,5334,0.00,263.28,5334,5334,0.00,263.29,1
in06_111.out,50,6063,6063,0.00,432.36,6063,6063,0.00,432.38,1
in06_112.out,50,5349,5349,0.00,385.05,5349,5349,0.00,385.09,1
in06_113.out,50,5660,5660,0.00,353.25,5660,5660,0.00,353.27,1
in06_114.out,50,6726,6726,0.00,490.31,6726,6726,0.00,490.33,1
in06_115.out,50,5534,5534,0.00,352.9,5534,5534,0.00,352.91,1
in06_116.out,50,5298,5300,0.04,520.62,5300,5300,0.00,799.09,3
in06_117.out,50,5067,5067,0.00,246.36,5067,5067,0.00,246.37,1
in06_118.out,50,5320,5330,0.19,622.05,5328,5328,0.00,10952.1,7
in06_119.out,50,5071,5075,0.08,696.3,5075,5075,0.00,1327.85,3
in06_120.out,50,5595,5595,0.00,294.7,5595,5595,0.00,294.72,1
in06_121.out,75,8439,8463,0.28,3559.72,8443,8463,0.24,28800,5
in06_122.out,75,8427,8453,0.31,4190.54,8434,8453,0.23,28800,5
in06_123.out,75,8502,8523,0.25,3833.76,8511,8523,0.14,28800,7
in06_124.out,75,9327,9346,0.20,4655.46,9334,9346,0.13,28800,7
in06_125.out,75,7908,7940,0.40,3343.32,7917,7940,0.29,28800,7
in06_126.out,75,8038,8082,0.55,4714.34,8044,8082,0.47,28800,5
in06_127.out,75,8394,8394,0.00,1827.56,8394,8394,0.00,1827.62,1
in06_128.out,75,8821,8847,0.29,4223.38,8827,8847,0.23,28800,7
in06_129.out,75,8763,8799,0.41,4911.14,8768,8799,0.35,28800,5
in06_130.out,75,8188,8214,0.32,3669.33,8193,8214,0.26,28800,5
in06_131.out,75,8491,8516,0.29,3876.97,8496,8516,0.24,28800,5
in06_132.out,75,8352,8373,0.25,2891.29,8360,8373,0.16,28800,7
in06_133.out,75,8404,8435,0.37,4355.23,8412,8435,0.27,28800,5
in06_134.out,75,8396,8420,0.29,4112.58,8403,8420,0.20,28800,7
in06_135.out,75,8596,8611,0.17,4122.42,8602,8611,0.10,28800,5
in06_136.out,75,7844,7890,0.59,4246.4,7850,7890,0.51,28800,5
in06_137.out,75,8514,8533,0.22,3382.09,8524,8533,0.11,28800,7
in06_138.out,75,8798,8827,0.33,6995.29,8803,8827,0.27,28800,5
in06_139.out,75,9245,9272,0.29,6572.96,9247,9272,0.27,28800,5
in06_140.out,75,8077,8132,0.68,4567.97,8082,8132,0.62,28800,5
in06_141.out,75,7945,7957,0.15,4157.82,7948,7948,0.00,8889.56,3
in06_142.out,75,8029,8038,0.11,4508.68,8030,8030,0.00,26119,5
in06_143.out,75,8801,8817,0.18,6301.23,8806,8817,0.12,28800,5
in06_144.out,75,7394,7394,0.00,4393.15,7394,7394,0.00,4393.17,1
in06_145.out,75,8690,8690,0.00,1427.54,8690,8690,0.00,1427.56,1
in06_146.out,75,8312,8312,0.00,3024.31,8312,8312,0.00,3024.34,1
in06_147.out,75,8545,8546,0.01,5624.71,8546,8546,0.00,7158.2,3
in06_148.out,75,7269,7277,0.11,4801.85,7271,7277,0.08,28800,5
in06_149.out,75,8321,8324,0.04,5076.56,8324,8324,0.00,12098.3,5
in06_150.out,75,8300,8325,0.30,6919.15,8305,8325,0.24,28800,5
in06_151.out,75,8383,8398,0.18,4440.84,8386,8398,0.14,28800,5
in06_152.out,75,7890,7903,0.16,3788,7894,7903,0.11,28800,5
in06_153.out,75,7792,7807,0.19,4101.59,7797,7807,0.13,28800,7
in06_154.out,75,8383,8413,0.36,5330.22,8385,8385,0.00,27852.6,5
in06_155.out,75,8215,8226,0.13,4665.78,8219,8226,0.09,28800,7
in06_156.out,75,7805,7805,0.00,1545.49,7805,7805,0.00,1545.54,1
in06_157.out,75,7720,7738,0.23,6685.9,7721,7721,0.00,10221.2,3
in06_158.out,75,9068,9082,0.15,5628.98,9070,9082,0.13,28800,5
in06_159.out,75,9142,9161,0.21,5851.56,9145,9161,0.17,28800,5
in06_160.out,75,8355,8371,0.19,6561.43,8358,8371,0.16,28800,7
in06_161.out,75,7946,7946,0.00,1812.24,7946,7946,0.00,1812.27,1
in06_162.out,75,8702,8702,0.00,4402.33,8702,8702,0.00,4402.41,1
in06_163.out,75,7497,7516,0.25,3939.94,7499,7516,0.23,28800,5
in06_164.out,75,8878,8878,0.00,1885.43,8878,8878,0.00,1885.53,1
in06_165.out,75,8118,8126,0.10,3880.59,8118,8118,0.00,3994.72,3
in06_166.out,75,8647,8655,0.09,4293.25,8649,8653,0.05,28800,5
in06_167.out,75,8418,8440,0.26,5615.76,8420,8440,0.24,28800,5
in06_168.out,75,8519,8519,0.00,1380.56,8519,8519,0.00,1380.58,1
in06_169.out,75,8144,8160,0.20,7296.28,8146,8160,0.17,28800,3
in06_170.out,75,8866,8866,0.00,1454.38,8866,8866,0.00,1454.42,1
in06_171.out,75,8069,8069,0.00,2289.97,8069,8069,0.00,2290.05,1
in06_172.out,75,7587,7602,0.20,6397.31,7589,7589,0.00,12946.3,5
in06_173.out,75,7687,7687,0.00,1526.53,7687,7687,0.00,1526.56,1
in06_174.out,75,8082,8088,0.07,3386.52,8082,8082,0.00,3454.99,3
in06_175.out,75,7753,7753,0.00,1952.29,7753,7753,0.00,1983.33,3
in06_176.out,75,7879,7897,0.23,6831.26,7883,7897,0.18,28800,5
in06_177.out,75,8471,8483,0.14,5275.67,8471,8471,0.00,5635.47,3
in06_178.out,75,7695,7713,0.23,5899.12,7699,7699,0.00,19426.8,7
in06_179.out,75,7884,7897,0.16,5890.86,7885,7897,0.15,28800,5
in06_180.out,75,7906,7918,0.15,4408.24,7907,7907,0.00,19484.8,5
in06_181.out,100,10997,11033,0.33,13368.3,10997,11033,0.33,28800,3
in06_182.out,100,11130,11186,0.50,12919.4,11130,11186,0.50,28800,3
in06_183.out,100,10336,10399,0.61,12904.1,10336,10399,0.61,28800,1
in06_184.out,100,11569,11599,0.26,13282,11573,11599,0.22,28800,3
in06_185.out,100,10259,10308,0.48,14887.7,10259,10308,0.48,28800,3
in06_186.out,100,10859,10896,0.34,11389.6,10859,10896,0.34,28800,3
in06_187.out,100,11039,11092,0.48,14927.9,11039,11092,0.48,28800,1
in06_188.out,100,10563,10629,0.62,18567.5,10563,10629,0.62,28800,1
in06_189.out,100,10061,10090,0.29,9996.43,10061,10090,0.29,28800,3
in06_190.out,100,10022,10068,0.46,13668.6,10022,10068,0.46,28800,3
in06_191.out,100,11089,11134,0.41,12267.6,11089,11134,0.41,28800,3
in06_192.out,100,10757,10803,0.43,14700,10757,10803,0.43,28800,3
in06_193.out,100,9324,9376,0.56,7977.15,9329,9376,0.50,28800,3
in06_194.out,100,11280,11314,0.30,11371.8,11284,11314,0.27,28800,3
in06_195.out,100,10750,10819,0.64,15883.4,10750,10819,0.64,28800,1
in06_196.out,100,11067,11093,0.23,15432.9,11067,11093,0.23,28800,3
in06_197.out,100,10659,10710,0.48,14076.4,10659,10710,0.48,28800,3
in06_198.out,100,11946,11975,0.24,17134.7,11946,11975,0.24,28800,1
in06_199.out,100,11295,11335,0.35,15909.3,11295,11335,0.35,28800,3
in06_200.out,100,10040,10086,0.46,10412.8,10040,10086,0.46,28800,3
in06_201.out,100,11754,11785,0.26,19380.8,11754,11785,0.26,28800,1
in06_202.out,100,10910,10930,0.18,13050.1,10910,10930,0.18,28800,3
in06_203.out,100,11315,11350,0.31,25621.4,11315,11350,0.31,28800,1
in06_204.out,100,10099,10125,0.26,13065.5,10099,10125,0.26,28800,3
in06_205.out,100,10666,10703,0.35,22027.2,10666,10703,0.35,28800,1
in06_206.out,100,9417,9448,0.33,15538.6,9417,9448,0.33,28800,3
in06_207.out,100,10081,10109,0.28,17173.9,10081,10109,0.28,28800,1
in06_208.out,100,11169,11197,0.25,17909.8,11169,11197,0.25,28800,1
in06_209.out,100,10231,10266,0.34,17490.3,10231,10266,0.34,28800,1
in06_210.out,100,9461,9493,0.34,16712.7,9461,9493,0.34,28800,1
in06_211.out,100,11550,11582,0.28,16553.4,11550,11582,0.28,28800,1
in06_212.out,100,11350,11387,0.33,21564.4,11350,11387,0.33,28800,1
in06_213.out,100,10580,10622,0.40,21399.7,10580,10622,0.40,28800,1
in06_214.out,100,11476,11507,0.27,16219.3,11476,11507,0.27,28800,1
in06_215.out,100,10388,10429,0.39,18580,10388,10429,0.39,28800,1
in06_216.out,100,10518,10551,0.31,16878.8,10518,10551,0.31,28800,1
in06_217.out,100,10564,10597,0.31,24174.4,10564,10597,0.31,28800,1
in06_218.out,100,10666,10694,0.26,16389.2,10666,10694,0.26,28800,1
in06_219.out,100,10402,10418,0.15,19516.4,10402,10418,0.15,28800,1
in06_220.out,100,9918,9957,0.39,25515.6,9918,9957,0.39,28800,1
in06_221.out,100,10824,10846,0.20,16758,10824,10846,0.20,28800,1
in06_222.out,100,10832,10864,0.30,18000.9,10832,10864,0.30,28800,1
in06_223.out,100,11251,11263,0.11,13989.7,11251,11263,0.11,28800,3
in06_224.out,100,10395,10423,0.27,15862.8,10395,10395,0.00,25250,3
in06_225.out,100,10741,10776,0.33,12366.4,10741,10776,0.33,28800,1
in06_226.out,100,11425,11457,0.28,18854.7,11425,11457,0.28,28800,1
in06_227.out,100,9213,9246,0.36,18875.9,9213,9246,0.36,28800,1
in06_228.out,100,11306,11333,0.24,15394.3,11306,11333,0.24,28800,3
in06_229.out,100,9983,10004,0.21,16083.8,9983,10004,0.21,28800,3
in06_230.out,100,9995,10022,0.27,21816.6,9995,10022,0.27,28800,1
in06_231.out,100,10114,10140,0.26,14855.9,10114,10140,0.26,28800,3
in06_232.out,100,10669,10688,0.18,19483.4,10669,10688,0.18,28800,1
in06_233.out,100,10408,10436,0.27,14262.8,10408,10436,0.27,28800,1
in06_234.out,100,10069,10092,0.23,16311.1,10069,10092,0.23,28800,1
in06_235.out,100,9713,9742,0.30,15047.4,9713,9742,0.30,28800,3
in06_236.out,100,10473,10498,0.24,17825.7,10473,10498,0.24,28800,1
in06_237.out,100,11165,11200,0.31,18985.5,11165,11200,0.31,28800,1
in06_238.out,100,10472,10500,0.27,18752,10472,10500,0.27,28800,1
in06_239.out,100,10177,10195,0.18,14300.3,10177,10195,0.18,28800,3
in06_240.out,100,10603,10630,0.25,26125.9,10603,10630,0.25,28800,1
in06_241.out,125,12681,12730,0.39,25833,12681,12730,0.39,28800,1
in06_242.out,125,13601,13694,0.68,28800,13601,13694,0.68,28800,1
in06_243.out,125,12626,12709,0.66,28800,12626,12709,0.66,28800,1
in06_244.out,125,14500,14553,0.37,28800,14500,14553,0.37,28800,1
in06_245.out,125,12767,12807,0.31,28800,12767,12807,0.31,28800,1
in06_246.out,125,12871,12941,0.54,28800,12871,12941,0.54,28800,1
in06_247.out,125,12889,12955,0.51,28800,12889,12955,0.51,28800,1
in06_248.out,125,14019,14069,0.36,28800,14019,14069,0.36,28800,1
in06_249.out,125,12884,12946,0.48,28800,12884,12946,0.48,28800,1
in06_250.out,125,13440,13500,0.45,28800,13440,13500,0.45,28800,1
in06_251.out,125,13597,13680,0.61,28800,13597,13680,0.61,28800,1
in06_252.out,125,13333,13400,0.50,28800,13333,13400,0.50,28800,1
in06_253.out,125,14246,14301,0.39,28800,14246,14301,0.39,28800,1
in06_254.out,125,14052,14121,0.49,28800,14052,14121,0.49,28800,1
in06_255.out,125,12969,13029,0.46,28800,12969,13029,0.46,28800,1
in06_256.out,125,14005,14103,0.70,28800,14005,14103,0.70,28800,1
in06_257.out,125,13400,13469,0.51,28800,13400,13469,0.51,28800,1
in06_258.out,125,12657,12735,0.62,28800,12657,12735,0.62,28800,1
in06_259.out,125,12975,13044,0.53,28800,12975,13044,0.53,28800,1
in06_260.out,125,13331,13404,0.55,28800,13331,13404,0.55,28800,1
in06_261.out,125,14009,14067,0.41,28800,14009,14067,0.41,28800,1
in06_262.out,125,13584,13626,0.31,28800,13584,13626,0.31,28800,1
in06_263.out,125,13207,13246,0.30,28800,13207,13246,0.30,28800,1
in06_264.out,125,13042,13089,0.36,28800,13042,13089,0.36,28800,1
in06_265.out,125,13485,13549,0.47,28800,13485,13549,0.47,28800,1
in06_266.out,125,11860,11912,0.44,28800,11860,11912,0.44,28800,1
in06_267.out,125,13234,13296,0.47,28800,13234,13296,0.47,28800,1
in06_268.out,125,13591,13645,0.40,28800,13591,13645,0.40,28800,1
in06_269.out,125,13103,13137,0.26,28800,13103,13137,0.26,28800,1
in06_270.out,125,12375,12426,0.41,28800,12375,12426,0.41,28800,1
in06_271.out,125,14360,14405,0.31,28800,14360,14405,0.31,28800,1
in06_272.out,125,12664,12715,0.40,28800,12664,12715,0.40,28800,1
in06_273.out,125,13039,13102,0.48,28800,13039,13102,0.48,28800,1
in06_274.out,125,13584,13645,0.45,28800,13584,13645,0.45,28800,1
in06_275.out,125,13299,13349,0.38,28800,13299,13349,0.38,28800,1
in06_276.out,125,13528,13577,0.36,28800,13528,13577,0.36,28800,1
in06_277.out,125,13573,13593,0.15,28800,13573,13593,0.15,28800,1
in06_278.out,125,12906,12967,0.47,28800,12906,12967,0.47,28800,1
in06_279.out,125,13253,13306,0.40,28800,13253,13306,0.40,28800,1
in06_280.out,125,13118,13171,0.40,28800,13118,13171,0.40,28800,1
in06_281.out,125,11901,11942,0.34,28800,11901,11942,0.34,28800,1
in06_282.out,125,12656,12705,0.39,28800,12656,12705,0.39,28800,1
in06_283.out,125,13788,13849,0.44,28800,13788,13849,0.44,28800,1
in06_284.out,125,13639,13698,0.43,28800,13639,13698,0.43,28800,1
in06_285.out,125,13195,13256,0.46,28800,13195,13256,0.46,28800,1
in06_286.out,125,13446,13496,0.37,28800,13446,13496,0.37,28800,1
in06_287.out,125,12701,12735,0.27,28800,12701,12735,0.27,28800,1
in06_288.out,125,12755,12794,0.31,28800,12755,12794,0.31,28800,1
in06_289.out,125,12152,12209,0.47,28800,12152,12209,0.47,28800,1
in06_290.out,125,12986,13027,0.32,28800,12986,13027,0.32,28800,1
in06_291.out,125,13032,13101,0.53,28800,13032,13101,0.53,28800,1
in06_292.out,125,12587,12629,0.33,28800,12587,12629,0.33,28800,1
in06_293.out,125,14001,14055,0.39,28800,14001,14055,0.39,28800,1
in06_294.out,125,13656,13679,0.17,28800,13656,13679,0.17,28800,1
in06_295.out,125,13011,13065,0.42,28800,13011,13065,0.42,28800,1
in06_296.out,125,11821,11883,0.52,28800,11821,11883,0.52,28800,1
in06_297.out,125,13510,13559,0.36,28800,13510,13559,0.36,28800,1
in06_298.out,125,13569,13620,0.38,28800,13569,13620,0.38,28800,1
in06_299.out,125,14021,14071,0.36,28800,14021,14071,0.36,28800,1
in06_300.out,125,12633,12679,0.36,28800,12633,12679,0.36,28800,1
in06_301.out,150,15286,15368,0.54,28800,15286,15368,0.54,28800,1
in06_302.out,150,16211,16311,0.62,28800,16211,16311,0.62,28800,1
in06_303.out,150,16534,16625,0.55,28800,16534,16625,0.55,28800,1
in06_304.out,150,16420,16527,0.65,28800,16420,16527,0.65,28800,1
in06_305.out,150,16263,16369,0.65,28800,16263,16369,0.65,28800,1
in06_306.out,150,14833,14924,0.61,28800,14833,14924,0.61,28800,1
in06_307.out,150,14852,14933,0.55,28800,14852,14933,0.55,28800,1
in06_308.out,150,14535,14637,0.70,28800,14535,14637,0.70,28800,1
in06_309.out,150,16170,16242,0.45,28800,16170,16242,0.45,28800,1
in06_310.out,150,15964,16061,0.61,28800,15964,16061,0.61,28800,1
in06_311.out,150,15452,15546,0.61,28800,15452,15546,0.61,28800,1
in06_312.out,150,16044,16152,0.67,28800,16044,16152,0.67,28800,1
in06_313.out,150,15305,15373,0.44,28800,15305,15373,0.44,28800,1
in06_314.out,150,16414,16507,0.57,28800,16414,16507,0.57,28800,1
in06_315.out,150,17318,17405,0.50,28800,17318,17405,0.50,28800,1
in06_316.out,150,16934,17019,0.50,28800,16934,17019,0.50,28800,1
in06_317.out,150,17240,17321,0.47,28800,17240,17321,0.47,28800,1
in06_318.out,150,15729,15817,0.56,28800,15729,15817,0.56,28800,1
in06_319.out,150,14931,15021,0.60,28800,14931,15021,0.60,28800,1
in06_320.out,150,15721,15827,0.67,28800,15721,15827,0.67,28800,1
in06_321.out,150,16779,16861,0.49,28800,16779,16861,0.49,28800,1
in06_322.out,150,15766,15848,0.52,28800,15766,15848,0.52,28800,1
in06_323.out,150,15195,15263,0.45,28800,15195,15263,0.45,28800,1
in06_324.out,150,15848,15900,0.33,28800,15848,15900,0.33,28800,1
in06_325.out,150,16334,16397,0.39,28800,16334,16397,0.39,28800,1
in06_326.out,150,16042,16119,0.48,28800,16042,16119,0.48,28800,1
in06_327.out,150,15225,15296,0.47,28800,15225,15296,0.47,28800,1
in06_328.out,150,16016,16093,0.48,28800,16016,16093,0.48,28800,1
in06_329.out,150,15722,15793,0.45,28800,15722,15793,0.45,28800,1
in06_330.out,150,15178,15267,0.59,28800,15178,15267,0.59,28800,1
in06_331.out,150,16169,16256,0.54,28800,16169,16256,0.54,28800,1
in06_332.out,150,15087,15150,0.42,28800,15087,15150,0.42,28800,1
in06_333.out,150,15798,15866,0.43,28800,15798,15866,0.43,28800,1
in06_334.out,150,16347,16418,0.43,28800,16347,16418,0.43,28800,1
in06_335.out,150,15876,15943,0.42,28800,15876,15943,0.42,28800,1
in06_336.out,150,14633,14711,0.53,28800,14633,14711,0.53,28800,1
in06_337.out,150,15407,15477,0.45,28800,15407,15477,0.45,28800,1
in06_338.out,150,15885,15942,0.36,28800,15885,15942,0.36,28800,1
in06_339.out,150,15894,15969,0.47,28800,15894,15969,0.47,28800,1
in06_340.out,150,13869,13938,0.50,28800,13869,13938,0.50,28800,1
in06_341.out,150,16261,16407,0.90,28800,16261,16407,0.90,28800,1
in06_342.out,150,15138,15212,0.49,28800,15138,15212,0.49,28800,1
in06_343.out,150,15792,15872,0.51,28800,15792,15872,0.51,28800,1
in06_344.out,150,15416,15486,0.45,28800,15416,15486,0.45,28800,1
in06_345.out,150,15685,15758,0.47,28800,15685,15758,0.47,28800,1
in06_346.out,150,15635,15725,0.58,28800,15635,15725,0.58,28800,1
in06_347.out,150,15985,16275,1.81,28800,15985,16275,1.81,28800,1
in06_348.out,150,16489,16777,1.75,28800,16489,16777,1.75,28800,1
in06_349.out,150,14127,14185,0.41,28800,14127,14185,0.41,28800,1
in06_350.out,150,15691,15772,0.52,28800,15691,15772,0.52,28800,1
in06_351.out,150,16026,16108,0.51,28800,16026,16108,0.51,28800,1
in06_352.out,150,16068,16167,0.62,28800,16068,16167,0.62,28800,1
in06_353.out,150,15676,15787,0.71,28800,15676,15787,0.71,28800,1
in06_354.out,150,16158,16282,0.77,28800,16158,16282,0.77,28800,1
in06_355.out,150,14621,14689,0.47,28800,14621,14689,0.47,28800,1
in06_356.out,150,15735,15809,0.47,28800,15735,15809,0.47,28800,1
in06_357.out,150,15435,15522,0.56,28800,15435,15522,0.56,28800,1
in06_358.out,150,13983,14046,0.45,28800,13983,14046,0.45,28800,1
in06_359.out,150,15625,15699,0.47,28800,15625,15699,0.47,28800,1
in06_360.out,150,16059,16200,0.88,28800,16059,16200,0.88,28800,1
in10_001.out,25,3554,3554,0.00,31.47,3554,3554,0.00,31.49,1
in10_002.out,25,3297,3297,0.00,23.22,3297,3297,0.00,23.23,1
in10_003.out,25,3182,3182,0.00,17.34,3182,3182,0.00,17.35,1
